SMILES,QEPPI Score,QED score,RO4 score,MW,MolLogP,SA score
Cc1nc(-c2ccc(Cl)c(C(=O)Nc3cnccc3C(=O)N3CCN(C)CC3)c2)c(C)[nH]1,0.929669082,0.632443181,0.5,452.946,3.38184,2.531858665
CN=c1cc(-c2ccc(NC(=O)c3cc(Cl)ccc3N3CCC(N(C)C)CC3)cc2F)cc[nH]1,0.929668784,0.550537189,0.5,482.003,4.7874,2.870877727
Cc1cc(=O)[nH]c(-c2ccc(C)c(C(=O)NC3CCN(Cc4ccc(Cl)cc4)C3)c2)n1,0.929663897,0.638687969,0.25,436.943,3.71144,2.842584921
Cc1ccc(CN(CC(=O)NCc2ccc(F)cc2)C(=O)c2ccc(Cl)nc2Cl)o1,0.929649711,0.542294741,0.5,450.297,4.38772,2.397921285
CC(=O)Nc1cc(=O)c(C2CCN(C(=O)c3ccc(Cl)c(NC(=O)c4ccnc(C)c4)c3)CC2)ccc1C,0.929649711,0.483451747,0.75,533.028,4.94254,2.582140321
Cc1ccc(NC(=O)c2cc(C(=O)Nc3cccnc3Cl)cc(N3CCCC3=O)c2)cc1F,0.929624259,0.527534368,0.5,466.9,4.81392,2.311056926
Cc1cc(C(=O)Nc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(N3CCCC3=O)cc2F)n1,0.929624259,0.563930221,0.5,466.9,4.81392,2.276810772
Cc1[nH]c(=NC(=O)c2ccc(S(=O)(=O)Cc3ccccc3)c(C(F)(F)F)n2)sc1C(C)(C)C,0.929622054,0.55994267,0.75,497.564,4.81092,3.27844917
O=S(=O)(NCc1ncc(-c2cncc(C(F)(F)F)c2)[nH]1)c1ccc(Cl)c(Cl)c1,0.929593265,0.606642151,0.5,451.257,4.2758,2.592668883
Cn1cc(CNC2c3cncc(-c4cccc(Cl)c4)c3CCN2C(=O)C2CC2)cn1,0.929582179,0.681578185,0.75,421.932,3.7186,3.305571916
Cc1c(C(=O)Nc2ccc(F)cc2F)cnn1-c1ccccc1C(=O)N1CCNCC1,0.9295699,0.673898005,0.5,425.439,2.75662,2.330286046
O=C(Nc1ccc(Cl)cc1)c1cc(C(=O)NC2CCCCC2)cc(C(=O)N2CCN(Cc3ccccc3)CC2)c1,0.929541469,0.394638744,0.75,559.11,5.6128,2.232689777
Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(N2C(=O)c3ccccc3C2=O)c(F)c1,0.929509163,0.502689492,1,521.57,4.36162,2.299212921
CC(NC(=O)c1cccc(S(=O)(=O)N2CCCCC2)c1)c1cc(-c2ccncc2)[nH]n1,0.929496527,0.613441563,0.5,439.541,3.1373,2.91468387
O=C(Nc1ccc(C2CCN(C(=O)c3ccc(Cl)cn3)CC2)nc1)c1cncc(Cl)c1,0.929491758,0.626931508,0.75,456.333,4.4505,2.484895061
CCn1c(C)cc(NC(=O)C2CC(C)(C)Oc3ccc(NC(=O)c4ccc(Cl)cc4Cl)cc32)c1C,0.929469466,0.386448143,0.5,514.453,6.96734,3.220525307
CC(=O)c1ncccc1-c1ccc(C(=O)NCC(=O)NC(C)c2ccc(Cl)cc2)cc1,0.929461479,0.543891584,0.5,435.911,4.2118,2.566773353
O=C(CN1C(=O)c2cccnc2Oc2ccc(Cl)cc21)Nc1ccc(N2CCCC2=O)c(F)c1,0.929453194,0.597562225,1,480.883,4.3921,2.549203456
Cc1ccc(NC(=O)c2ccc(-c3cccnc3)cc2NC(=O)C2CCCO2)c(C)c1F,0.92942971,0.601371756,0.5,433.483,4.87434,2.832552387
Cc1ncsc1C(=O)Nc1ccc(Cl)c(-c2ccc(CN3CCNCC3)cc2)c1,0.929413438,0.633265623,0.75,426.973,4.42942,2.310013273
Cc1cncnc1-c1cnc(C(=O)Nc2cccc(C(F)(F)F)c2)c(N2CCCCC2)c1,0.929385841,0.609430847,0.75,441.457,5.10842,2.59529733
Cc1nc(-c2cc(C(=O)Nc3ccc(N4CCC4)cc3F)ccc2C)cc(=NC(C)C)[nH]1,0.929318607,0.617438172,0.5,433.531,4.60414,2.829690524
CC(=O)N(c1ccccc1F)C1CCN(c2ncccc2CNC(=O)c2ccc(F)cc2Cl)CC1,0.92931819,0.521173108,0.5,498.961,4.9651,2.525388189
Cc1ccc(N2Cc3cccc(Cl)c3C2=O)cc1C(=O)Nc1ccccc1C(=O)NCCCN1CCOCC1,0.929309726,0.405609491,1,547.055,4.51322,2.508511194
O=C1CCC(c2ccc(C(F)(F)F)c(-c3ccc(C(=O)NCc4ccccn4)cc3)n2)N1,0.92929697,0.627277059,0.5,440.425,4.0435,3.068594315
CC(=O)N(C)C1CCN(C(=O)c2ccc(NC(=O)c3ncccc3-c3ccc(Cl)cc3)cc2)CC1,0.929284811,0.559793159,0.5,490.991,4.7372,2.315168608
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)CCc2c(Cl)cncc2Cl)cc1,0.929211676,0.496104093,0.5,449.359,5.31312,2.253943554
O=C(COC(=O)CC1c2ccccc2C(=O)N1c1ccc(F)cc1)NCc1ccc(F)cc1,0.929185152,0.554041536,0.25,450.441,3.916,2.663548535
Cc1ccc(CC(NS(=O)(=O)c2cccc(Cl)c2C)C(=O)N2CCN(C(=O)c3ccccn3)CC2)cc1C,0.929099023,0.481462081,0.5,555.1,3.53446,2.902566179
CC1CCC(=O)N1c1cc(-c2ccc(NC(=O)Cc3cnccn3)cc2F)c(Cl)cc1Cl,0.929086983,0.546951131,0.5,473.335,5.286,3.112609429
CNC(=O)C(Cc1cccc(C(F)(F)F)c1)NC(=O)c1cccc(-c2cncnc2)c1,0.92908442,0.631468539,0.25,428.414,3.2495,2.73127521
O=C(NCc1cccnc1)c1cc(C(=O)NCCc2ccc(Cl)cc2)c(Cl)cn1,0.929077685,0.600315869,0.25,429.307,3.6859,2.133546664
Cc1ccc(F)c(C(=O)N2CCN(CC(=O)Nc3cc(N4CCC4=Cc4sccc4C)ccc3F)CC2)c1,0.929056227,0.46527156,1,536.648,5.29084,2.836279557
CC(=O)NCc1cnn(Cc2ccc(NC(=O)c3ccc(Cl)cc3Cl)cc2)c1,0.929054081,0.63354444,0.5,417.296,4.1266,2.063932569
Cc1cc(C(=O)NN=C(CC(=O)Nc2ccc(F)cc2)c2ccccn2)c(C)o1,0.928992867,0.493183192,0.25,394.406,3.59344,2.477649912
CC(=O)NCC(=O)N1CCC(c2cc(-c3ccc(Cl)cc3Cl)n(C)c2C(=O)Nc2ccc(Cl)cc2)CC1,0.928952813,0.402168578,0.5,561.897,5.7467,2.677274913
CNC(=O)C(Cc1ccc(F)c(F)c1)NC(=O)c1cc(C)n(Cc2ccccc2)c(=O)c1,0.928893745,0.593973174,0.25,439.462,2.57032,2.731018314
CC(=O)Nc1cc(F)ccc1CNC(=O)C[S+]([O-])c1cc(-c2ccccn2)ncc1C,0.928878784,0.549505874,0.5,440.5,2.97352,3.542050276
O=C(NC1CCN(Cc2ccc(Cl)cc2)CC1)c1ccc(-c2ccc(N3CCCC3=O)cc2)o1,0.928839624,0.534717516,0.75,477.992,5.1212,2.282256617
CC(=O)Nc1sc(-c2cccc(Cl)c2)cc1C(=O)NCC1CCN(Cc2ccc(F)cc2)CC1,0.928838015,0.431084248,0.5,500.039,5.808,2.357113051
O=C(NCc1ccc(C2CCC2)nc1)c1ccc(Cl)c(NC(=O)c2ccncc2)c1,0.928828478,0.610911597,0.5,420.9,4.5798,2.196234498
Cc1nnc(N2CCC(C(=O)Nc3ccc(Cl)nc3)CC2)c(-c2ccc(F)cc2)c1C,0.928762555,0.590879311,0.75,439.922,4.80304,2.480513669
Cc1ccc(C(=O)NCC(=O)Nc2ccc(C(=O)N3CCN(C(=O)c4ccccc4)CC3)cc2)c(C)n1,0.928762019,0.541740743,0.5,499.571,2.66514,2.161592549
CC1C(=O)N(NC(=O)c2cccnc2)C(c2ccc(F)cc2)C1C(=O)Nc1ccc(Cl)cc1,0.92874974,0.594383969,0.25,466.9,3.9934,3.429291356
CN1CCCN(c2cc(F)cc(C(=O)Nc3cc(Cl)ccc3NC(=O)c3ccc(Cl)cc3)c2)CC1,0.928686082,0.452492235,0.5,515.416,5.779,2.236181196
Cc1ccc(C(=O)NC2CCN(C(=O)c3ccc(Cn4ccnc4)cc3)CC2)s1,0.9286744,0.704131722,0.5,408.527,3.33592,2.287938548
O=C(NCC(c1cccs1)N1CCCC1)c1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1,0.928623378,0.437170792,0.5,488.44,5.8741,2.584727188
Cc1oc(-c2ccc(NC(=O)CCCl)cc2)nc1C(=O)NCc1ccncc1,0.92858547,0.593067781,0.25,398.85,3.54242,2.250596775
O=C(CNC(c1cccc(Cl)c1)c1cnccc1C(F)(F)F)NCc1ccncc1,0.928577542,0.586122388,0.5,434.849,4.1442,2.918378733
N#Cc1ccc(C2CCN(C(=O)c3ccc(F)c(C(=O)NCCc4ccncc4)c3)CC2)cc1,0.92856741,0.605546962,0.5,456.521,4.08468,2.318706681
CC(C)(C)NC(=O)C(c1cccs1)N(C(=O)c1ccncc1)c1cccnc1,0.928531945,0.713371372,0.25,394.5,3.8409,2.924260177
O=C(Nc1ccc(Cl)cc1F)c1cc(N2CCN(C(=O)c3ccccc3)CC2)ncn1,0.928463101,0.672949556,0.5,439.878,3.4838,2.153035424
Cc1cc(C(=O)N2CCN(C(=O)c3ccccc3)CC2C)cc(C(C)(C)NC(=O)c2ccc(F)cc2)n1,0.928450823,0.567558276,0.5,502.59,4.18092,2.993375744
Cc1cc(-c2ccc(C(=O)NC3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)cc2)ccn1,0.928433359,0.604011775,0.5,469.994,4.29352,2.126898682
COc1cccc(CCc2cc(C(=O)N3CCN(C(=O)c4ccncc4)CC3)n[nH]2)c1,0.928402364,0.661423683,0.5,419.485,2.1967,2.342628319
CC1CN(C(=O)c2ccc(NC(=O)c3ccccn3)cc2)CCC1N(C)Cc1ccccc1Cl,0.928391695,0.545151305,0.5,477.008,4.9699,3.026399896
O=C(NC1CCC(N2CCC(c3ccccc3)CC2)CC1)c1nc(-c2ccccn2)cs1,0.928384602,0.59056678,1,446.62,5.1257,2.457163038
O=C(NCc1ccccn1)C(=O)Nc1ccc(F)c(-c2cccc(CN3CCCC3=O)c2)c1,0.928383708,0.568875309,0.25,446.482,3.265,2.33175894
CC(=O)c1cccc(C(C)NC(=O)Nc2ccc(Sc3ccnc(C(C)C)c3)cc2)c1,0.928382218,0.420572857,0.5,433.577,6.4415,2.825715528
NCC(=O)N1CCC(c2ccc(NC(=O)c3ccc(-c4cncc(F)c4F)cc3)cc2)CC1,0.92836231,0.616332608,0.25,450.489,3.9438,2.39987918
O=C1CN(C2CC2)C(c2ccccc2)N1c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,0.92834717,0.611765934,0.75,451.523,4.1363,2.862260756
CNC(=O)c1ccc(NC2CCN(C(=O)c3ccc(Cl)c(Cl)c3-c3ccc(C(=O)N4CCC4)cc3)CC2)cc1,0.928305626,0.408991469,0.75,565.501,5.5826,2.45348986
CC(C)NC(=O)c1ccc(C(C)N2CCN(C(=O)c3ccc(Cl)cc3-c3ccccn3)CC2C)cc1,0.928291798,0.484625646,0.5,505.062,5.4477,3.204653409
O=C(CNC(=O)c1cccc(F)c1)NCc1ccnc(SCc2ccccc2F)n1,0.928263962,0.425576118,0.5,428.464,3.0933,2.25223092
Cc1nc(-c2ccc(C(=O)Nc3c(F)cccc3N3CCC(N(C)C)CC3)cc2)co1,0.928263903,0.65258948,0.75,422.504,4.57182,2.473428529
Cc1cccc(N2CCN(C(=O)c3cc(C(=O)NCCc4ccncc4)cc(C(F)(F)F)c3)CC2)c1C,0.928247154,0.524417867,0.5,510.56,4.65214,2.393778158
Cc1ccoc1C(=O)N(Cc1ccncc1)C(C(=O)NC(C)(C)C)c1ccc(Cl)cc1,0.928225875,0.590128735,0.5,439.943,4.93482,2.917878689
Cc1cc(C(=O)N=c2cc(Oc3ccc(NC(=O)C4CCCC4)cc3)cc[nH]2)n(C)n1,0.928220689,0.658015033,0.5,419.485,3.71872,2.82898443
Cc1cc(Cl)ccc1CC(C)C(=O)N1CCN(c2ccccc2NC(=O)c2ncc(F)cc2C)CC1,0.928185225,0.492326368,0.5,509.025,5.27064,2.949247842
O=C(Nc1cccnc1)c1cccc(C(=O)Nc2cccc(CN3CCCCC3)c2)c1,0.928183794,0.619539743,0.5,414.509,4.5721,1.947011903
CCNC(=O)c1cc(-c2ccc(OCc3cncc(C)n3)c(Cl)c2)ccn1,0.928138554,0.700649335,0.25,382.851,3.82912,2.40572776
CCC(=O)Nc1ccc(-c2cncnc2)c2c1CN(CCc1ccccn1)CC2,0.928123713,0.701055571,0.25,387.487,3.4879,2.573764469
O=C(NCc1ccccn1)C1CCc2cccnc2C1C(=O)Nc1ccc(Cl)c(F)c1,0.928085387,0.63299068,0.25,438.89,3.8702,3.257983263
O=C(Nc1ccc(F)cc1F)c1ccc(Cl)c(C(=O)NCc2cccc(Cl)n2)n1,0.928025544,0.585248802,0.5,437.233,4.2439,2.339989708
O=C(Nc1cc(C(F)(F)F)ccc1N1CCN(C(=O)c2cccs2)CC1)c1cccnc1,0.928019524,0.627877054,0.75,460.481,4.3766,2.275274676
Cc1ccc(NC(=O)c2ccc(Cl)c(C(=O)Nc3ccccc3S(=O)(=O)N3CCCCC3)c2)cc1F,0.928012609,0.442572766,0.5,530.021,5.46672,2.206550712
CCCn1nccc1CNC(=O)c1ncc(-c2cc(Cl)ccc2C)nc1C,0.928012371,0.699027652,0.25,383.883,3.95034,2.589936286
Cc1cccc(NS(=O)(=O)c2ccc(C(=O)Nc3cc(F)ccc3C(=O)N3CCC(F)(F)CC3)cc2)c1,0.928007424,0.465027363,0.5,531.556,5.05852,2.396589178
COc1ccc(C(=O)Nc2c[nH]c(=Nc3ccc(Cl)c(Cl)c3)cc2C(C)C)cn1,0.927978694,0.572994823,0.5,431.323,5.3332,2.885458084
Cc1ccoc1C(=O)Nc1ccc(C(=O)N2CCSc3ccccc32)c(N2CCCCC2)c1,0.927950263,0.54919566,1,461.587,5.58312,2.574616045
Cc1ccc(C(=O)N2CCC(C(=O)Nc3cc(NC(=O)c4ccccn4)ccc3F)CC2)cc1,0.927949131,0.594877298,0.5,460.509,4.27232,2.086736207
Cc1ccc(NC(=O)c2ccc(NC(=O)C3CCN(C(=O)c4ccncc4)CC3)cc2)cc1F,0.927949131,0.594877298,0.5,460.509,4.27232,2.070854526
COc1ccccc1NC(=O)C=CC(=O)Nc1ccc(N2Cc3ccccc3C2=O)cc1,0.927884281,0.582570282,0.25,427.46,3.989,2.206821107
CS(=O)(=O)c1ccc(C2=C(c3ccc(NC(=O)c4cc(C(F)(F)F)cnc4N4CCC(F)CC4)cc3)CCC2)cc1,0.927882493,0.321530622,1,587.639,6.7892,2.844915184
COc1ccc(CN2CCC(c3nc(C(=O)Nc4cc(Cl)ccc4Cl)cs3)CC2)cc1F,0.927872896,0.441619527,0.75,494.419,6.2295,2.30824678
Cc1nn(C)c(Cl)c1C(=O)Nc1cc(Cl)ccc1NC(=O)c1cccs1,0.927861571,0.661357042,0.75,409.298,4.60142,2.259494874
CC(=O)Nc1cccnc1C(=O)Nc1ccc(C(=O)N2CCCC(c3cc(Cl)ccc3C(C)=O)C2)cc1Cl,0.927837312,0.374177374,0.75,553.446,5.8215,2.980644118
COc1cc(Cl)c(COc2ccccc2NC(=O)C2CCN(C(=O)c3ccccc3C)CC2)cc1C,0.927820265,0.424218,0.5,507.03,6.03534,2.229430413
O=C(NCC(=O)N1CCN(C(=O)c2ccncc2)CC1)c1ccc(-c2ccc(Cl)cc2)c(Cl)c1,0.92778337,0.582145977,0.25,497.382,3.7698,2.184554288
Cc1nn(Cc2ccccc2)c(C)c1C(=O)NCc1ccnc(N2CCCCC2)c1,0.927778542,0.678782265,0.5,403.53,3.86354,2.200054404
CC1CCCN1C1CCN(c2ccc(C(=O)Nc3ccc(Cl)cc3)cc2C(=O)Nc2cccc(F)c2)CC1,0.927771091,0.381950852,0.75,535.063,6.4368,2.797873053
O=C(NC1CCN(S(=O)(=O)c2ccc(C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2)CC1)c1ccc(F)cc1,0.927767515,0.433907232,1,582.673,4.2646,2.351959619
Cc1ccncc1C(=O)N1CCC(c2nc(C(=O)Nc3ccc(F)c(F)c3)ncc2C)CC1,0.927718103,0.646955003,0.75,451.477,4.03874,2.636365611
CC(=O)N1CCN(Cc2ccc(NC(=O)c3cc(-c4cccnc4C)ccc3Cl)cc2)C(=O)C1,0.927716136,0.599235285,0.5,476.964,4.15342,2.352508015
CC1(C)N(CC(=O)Nc2cc(Cl)c(N3CCCNCC3)cc2Br)c2ccccc2C(=O)N1c1ccccc1,0.927715361,0.393081283,1,596.957,5.7438,2.868752634
COc1cccc(CNC(=O)C2OC(=O)N(c3ccc(C(F)(F)F)c(F)c3)C2c2ccc(Cl)cc2)c1,0.927715123,0.409975557,0.5,522.882,5.8894,3.304850539
CCc1nn(-c2cc(Cl)ccc2Cl)c(C)c1CC(=O)Nc1ccc(C(=O)N(C)C)cc1,0.927699089,0.568443953,0.5,459.377,4.93292,2.368167957
CNC(=O)c1cc(Sc2ccc(NC(=O)c3ccnc(F)c3)cc2)ccn1,0.927672505,0.661152836,0.25,382.42,3.3788,2.355656831
O=C(Nc1ccccc1C(=O)NC1CCC(c2ccccc2)CC1)c1cnc(Cl)cn1,0.927636027,0.601452359,0.5,434.927,4.8385,2.237891396
O=C(Nc1cc(C2CCN(Cc3ccc(N4CCCC4=O)cc3)CC2)ccc1F)c1ccnc(Cl)c1,0.927635074,0.439770665,0.75,507.009,5.6328,2.441377672
Cc1cc(CN2CCCC(C(=O)NCc3ccccn3)C2)n(-c2ccccc2F)n1,0.927632511,0.681457249,0.5,407.493,3.24322,2.839334663
Cc1cc(C(C)NC(=O)c2cccc(-c3cc(F)c(C(C)NS(C)(=O)=O)cc3C3CCCCC3)c2)n(C)n1,0.927606165,0.38428382,0.75,540.705,5.68352,3.595855506
CCN(C)C1CCN(c2ccc(Cl)cc2C(=O)Nc2ccc(-c3ncc[nH]3)cc2)CC1,0.927596807,0.575103859,0.5,437.975,4.9029,2.452687973
Cc1ccc(C(=O)N2CCN(c3ccc(C(=O)Nc4ccc(Cl)c(F)c4)cn3)CC2)s1,0.927593946,0.626570084,0.75,458.946,4.45872,2.25334234
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1ccccc1C(=O)NC1CCCCC1,0.927593887,0.542249698,0.5,437.927,5.61822,2.157683997
O=C(CN1CCN(Cc2ccccc2C(=O)Nc2ccc(F)cc2)CC1)Nc1ccc(N2CCCC2=O)c(Cl)c1,0.927586734,0.417909454,1,564.061,4.6145,2.352031968
CN(CC(=O)Nc1cc(Cl)cc(Cl)c1)C(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,0.927581608,0.508482701,0.5,532.449,4.4511,2.34465064
Cc1ccc(C(=O)Nc2sc3c(c2C(=O)NCc2cccnc2)CCCCC3)cc1C,0.927559793,0.542661271,0.5,433.577,5.21114,2.216463254
Cc1cncc(C(=O)Nc2ccc(Cl)cc2C(=O)N2CCN(c3ccncc3)CC2)c1,0.927532732,0.676292681,0.5,435.915,3.65312,2.248653228
CC(=O)Nc1ccccc1-c1cccn(CC(=O)Nc2cc(Cl)ccc2Cl)c1=O,0.927485764,0.629133585,0.5,430.291,4.4192,2.141538426
CC(=O)Nc1ccc(CCNC(=O)c2cnn(-c3ccc(C)cc3C)c2C2CC2)cc1,0.927475691,0.603000749,0.5,416.525,4.29744,2.224723863
Cc1cc(C)[nH]c(=Nc2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)s2)c1,0.927471817,0.668493978,0.75,408.405,4.47134,2.999172042
Cc1cc(C(=O)NCC(=O)Nc2ccccc2Cl)sc1-c1ccc(N2CCCCC2)cc1Cl,0.92744112,0.410803905,0.5,502.467,6.38912,2.384414204
Cc1ccc(NC(=O)c2cc(C(F)(F)F)nn2Cc2ccccc2)cc1N1CC(C)C(N2CCC2)C1,0.927359045,0.518531706,1,497.565,5.04132,3.352552266
NC(=Nc1cccc(NC(=O)c2cccnc2)c1N1CCCC1)c1ccnc(F)c1,0.927350104,0.385398667,0.5,404.449,3.5052,2.677404537
COc1ncccc1C(=O)Nc1cc(Cl)ccc1C(=O)NCc1ccco1,0.927313209,0.676739664,0.25,385.807,3.5189,2.108623464
Cc1ccc(NC(=O)c2ncsc2SCC(=O)c2ccc(Cl)cc2)cc1F,0.927288592,0.423922499,0.75,420.918,5.47132,2.389832035
Cc1cc(C(=O)c2cc(Cl)ccc2OCC(=O)Nc2cccnc2)cn1C,0.927285671,0.65950715,0.25,383.835,3.63042,2.397740739
O=C(NC1CCC(NC(=O)c2ccccc2-c2cccnc2)CC1)c1ccnc(Cl)c1,0.927277088,0.587213777,0.5,434.927,4.268,2.241674473
Cc1ccc(NC(=O)C2CC2)cc1NS(=O)(=O)c1ccc2cc(Cl)nnc2c1,0.927224278,0.659288221,0.5,416.89,3.74092,2.314025296
COc1cc2c(cc1C(=O)Nc1ccc(-c3cc[nH]c(=NC4CC4)c3)cc1)N(C(C)=O)CC2,0.927214801,0.628049239,0.5,442.519,3.9147,2.8647417
Cc1cccc(C(=O)NCc2nnc(SCc3ccc(Cl)cc3)o2)c1C,0.927211046,0.627624135,0.5,387.892,4.56214,2.144252151
CC(=O)c1c(C(=O)NCc2ccccc2)c(C)n(CC(=O)Nc2ccccc2C)c1C,0.927196085,0.566001306,0.5,417.509,4.18466,2.157058623
CC(N=c1cc(C(C)N2CCC(N(C)C(=O)c3cccnc3)C2)c(Cl)c[nH]1)c1ccc(F)cc1,0.927193642,0.551137268,0.5,482.003,4.7716,4.026321369
O=C(Nc1cc(Cl)ccc1C(=O)NCCCn1ccnc1)c1ccncc1,0.927182138,0.61363214,0.25,383.839,3.0039,2.164527737
Cc1cccc2c1C(=O)N(c1ccc(NC(=O)Cc3ccc(Cl)c(S(=O)(=O)N4CCCCC4)c3)cc1)C2=O,0.927145243,0.442966789,1,552.052,4.80482,2.422147757
Cc1cccc(NC(=O)CN2c3ccccc3CC(N3CCCC3=O)C2CCc2ccncc2)c1C,0.927128375,0.530576969,0.75,482.628,4.69204,3.379069971
O=C(NC1CCN(C(=O)c2cccc(C3CCN(Cc4cccnc4)CC3)c2)CC1)c1cccc(Cl)c1,0.927099526,0.491870068,0.75,517.073,5.1492,2.326449509
CC(CCNC(=O)c1ccc(F)cc1)N1CCN(C(=O)c2ccc(NC(=O)c3ccc(Cl)nc3)cc2)CC1,0.92704618,0.422036789,0.75,538.023,4.0928,2.744177499
O=C(CN1C(=O)C(=Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCCC3)cc21)Nc1cccc(F)c1,0.927044392,0.456140375,0.75,533.625,4.9163,2.416189601
CCN(CC(=O)Nc1ccc(F)cc1F)C(=O)c1cc(C)n(Cc2c(F)cccc2Cl)n1,0.927036285,0.562887311,0.5,464.875,4.41132,2.423832547
O=C(NC(=O)c1cc(F)cc(F)c1)c1ccc(N2CCN(C(=O)c3cccnc3)CC2)cc1,0.927019775,0.618486136,0.5,450.445,2.8924,2.201030734
CC1(C)CC2CN(c3ccc(NC(=O)c4ccccn4)cc3C(=O)Nc3cccc(F)c3F)C(=O)N2C1,0.927002251,0.515560737,0.75,505.525,4.9049,3.231426791
Cc1nccn1Cc1ccc(Cl)cc1CNC(=O)Nc1cccc(N2CCCCCC2)c1,0.92699343,0.512702836,0.5,452.002,5.59532,2.345054546
Cc1cc(NC(=O)C2CC2)c(C(=O)Nc2ccc(C(=O)N3CCCCc4ccccc43)cc2)o1,0.926988184,0.552795791,0.75,457.53,5.17192,2.432834383
CCNC(=O)c1ccc(-c2cnn(CC(=O)Nc3ccccc3)c2)c(OC)c1,0.926975727,0.661932042,0.25,378.432,2.9471,2.048571006
O=S(=O)(N=c1cc(C(F)(F)F)[nH]c(SCc2ccc(F)c(F)c2)n1)c1ccccc1,0.926939785,0.349575058,0.5,461.437,4.2886,2.89091685
CNC(=O)c1cccc(Oc2ccc(NC(=O)c3cn(C)c(=O)cc3C)cc2)c1,0.926935852,0.699423233,0.25,391.427,3.09792,2.138198255
Cc1ccncc1C(=O)NC1CC(C(=O)N2CCC2(F)F)CCC1NC(=O)c1cccc(-c2ccc(F)cc2)c1,0.926920176,0.434933661,0.75,550.581,4.71832,3.846385179
O=C(NCc1ccnc(N2CCC2)n1)c1ccnc(-c2cc(Cl)ccc2F)c1,0.926915824,0.71338251,0.25,397.841,3.4712,2.350656006
CC1CCCN1C1CCN(c2ccc(F)c(NC(=O)c3ccn(Cc4ccc(Cl)cc4)n3)c2)CC1,0.926883399,0.495189828,1,496.03,5.4293,2.939200835
CNC(=O)c1cn(-c2ccc(-c3ccncc3Br)nc2)c(C)c1NC(C)=O,0.926865578,0.667506803,0.5,428.29,3.32322,2.81422627
Cc1cc(F)ccc1-c1cc(C(=O)Nc2ccc(C(=O)N3CCC(N4CCCC4)C3)cc2)nc(C2CC2)c1,0.926832616,0.464573218,0.75,512.629,5.63612,2.984709751
CCC(=O)N=c1[nH]cc(Cc2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2)s1,0.926832378,0.613442874,0.25,435.958,3.9585,2.825746201
Cc1ccc(CNC(=O)C(c2cccnc2)c2cccnc2)c(N2CCCC2)n1,0.926827133,0.703136363,0.25,387.487,3.22852,2.459300759
Cc1cc(-c2cc(NC(=O)c3ccc(N4CCCN(C)C4=O)cc3F)ncc2C2CC2)ccn1,0.926810741,0.583567305,0.75,459.525,4.98272,2.765061381
CC(Oc1c(F)cccc1NC(=O)c1ccco1)C(=O)NCc1ccccc1Cl,0.926749349,0.597540984,0.5,416.836,4.4081,2.662221839
O=C(NCCc1ccc(NC(=O)C2CCCN2C(=O)C2CC(=O)c3ccccc32)cc1)c1ccc(Cl)cc1,0.926738679,0.466918826,0.75,530.024,4.6122,3.041972454
CC(NC(=O)c1ccc(Cl)nc1)c1ccc(NC(=O)c2ccncc2F)c(Cl)c1,0.926721513,0.573415988,0.5,433.27,4.6658,2.69983295
CC(NC(=O)c1cc(C(=O)Nc2cccnc2)ncc1Cl)c1ccc(F)c(Cl)c1,0.926721513,0.612977324,0.5,433.27,4.6658,2.711248334
O=C(NCc1ccc(N2C(=O)c3ccccc3C2=O)c(F)c1)c1ccc(N2CCC(F)(F)C2)cc1,0.926718831,0.551092687,0.75,479.458,4.4017,2.454509867
CC(=O)Nc1cccc(Sc2ccccc2NC(=O)Cc2ccc(F)cc2N2CCCCC2)c1,0.926710069,0.431228393,0.5,477.605,6.1068,2.327599303
CNC(=O)c1cn(C)c2nc(-c3cc(CNC(=O)C(C)(C)C)ccc3Cl)ccc2c1=O,0.926682234,0.650679705,0.5,440.931,3.2758,2.555930627
Cc1c(C(NCC(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccc(F)cc2)cnn1C(C)(C)C,0.926650643,0.572002749,0.75,481.591,4.25252,3.036643821
Cc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)Nc1cccc(C(=O)N=c2[nH]ccs2)c1,0.926619053,0.576705433,0.5,484.603,3.55262,2.769795383
Cc1cc(C(=O)Nc2ccc(C(=O)Nc3cnccc3C3CCCC3)cc2Cl)ccn1,0.926602781,0.5469381,0.5,434.927,5.60062,2.325180454
O=C(COc1cc(Cl)ccc1C(=O)Nc1ccc(C(=O)N2CCOCC2)cc1)NCc1ccc(F)cc1,0.926601768,0.464807403,0.5,525.964,3.899,2.170847017
